,Category Rank,Athlete,Country Code,Country Code.1,Country,18m-1,18m-1.1,18m-2,18m-2.1,Score,10,9,Unnamed: 12,Unnamed: 13,Event,Division,Class
282,49,THACKER Donnie,,USA,USA,293,49,295,42,588,0,0,,,CM,C,M
283,51,DOLDERMAN Sander,,NED,Netherlands,290,91,297,21,587,47,13,,,CM,C,M
284,51,DOUSSOT Christophe,,FRA,France,291,75,296,24,587,47,13,,,CM,C,M
285,51,DUPUIS Anthony,,FRA,France,293,49,294,52,587,47,13,,,CM,C,M
286,51,GILLINGHAM Timothy,,USA,USA,291,75,296,24,587,47,13,,,CM,C,M
287,51,HAEFELFINGER Roman,,SUI,Switzerland,293,49,294,52,587,47,13,,,CM,C,M
288,51,SALAS Mathieu,,FRA,France,291,75,296,24,587,47,13,,,CM,C,M
289,57,ANDERLE Mikael,,SWE,Sweden,296,20,290,95,586,46,14,,,CM,C,M
290,57,BOISSAU Stephane,,FRA,France,294,38,292,72,586,46,14,,,CM,C,M
291,57,BRUNO Marco,,ITA,Italy,295,30,291,86,586,46,14,,,CM,C,M
292,57,CLAUDIN Anthony,,FRA,France,291,75,295,42,586,46,14,,,CM,C,M
293,57,GIRARD Nicolas,,FRA,France,292,65,294,52,586,46,14,,,CM,C,M
294,57,OROSZ Viktor,,HUN,Hungary,294,38,292,72,586,46,14,,,CM,C,M
295,57,PATER Sil,,NED,Netherlands,292,65,294,52,586,46,14,,,CM,C,M
296,57,REYES Brandon,,USA,USA,295,30,291,86,586,46,14,,,CM,C,M
297,57,SOBRY Felix,,FRA,France,295,30,291,86,586,46,14,,,CM,C,M
298,57,VAN DE VEN Pim,,NED,Netherlands,294,38,292,72,586,46,14,,,CM,C,M
299,67,CANALEJAS TEJERO Victor,,ESP,Spain,293,49,292,72,585,45,15,,,CM,C,M
300,67,GERARD Paul,,FRA,France,293,49,292,72,585,45,15,,,CM,C,M
301,67,LIENARD Sébastien,,FRA,France,290,91,295,42,585,45,15,,,CM,C,M
302,67,PEREZ GONZALEZ Jesus Jacinto,,ESP,Spain,294,38,291,86,585,45,15,,,CM,C,M
303,67,PEYRONDET Francois,,FRA,France,293,49,292,72,585,45,15,,,CM,C,M
304,67,POTTEAU Baptist,,BEL,Belgium,292,65,293,63,585,45,15,,,CM,C,M
305,67,WILDE Logan,,USA,USA,293,49,292,72,585,45,15,,,CM,C,M
306,74,BARAER Quentin,,FRA,France,291,74,293,63,584,45,14,,,CM,C,M
307,75,AHMADI Majid,,IRI,IR Iran,290,91,294,52,584,44,16,,,CM,C,M
308,75,ALVES Cláudio,,POR,Portugal,294,38,290,95,584,44,16,,,CM,C,M
309,75,CEREZO BERNET Javier,,ESP,Spain,289,105,295,42,584,44,16,,,CM,C,M
310,75,DESPHELIPON Gregory,,FRA,France,292,65,292,72,584,44,16,,,CM,C,M
311,75,KOOLS Jonathan,,BEL,Belgium,292,65,292,72,584,44,16,,,CM,C,M
312,80,BORRUSO Arcangelo,,ITA,Italy,291,75,292,72,583,43,17,,,CM,C,M
313,80,BRUOT Noe,,FRA,France,289,105,294,52,583,43,17,,,CM,C,M
314,80,CIVADE Ervan,,FRA,France,290,91,293,63,583,43,17,,,CM,C,M
315,80,LUNDIN Morgan,,SWE,Sweden,293,49,290,95,583,43,17,,,CM,C,M
316,80,PARVESS Michael,,GBR,Great Britain,292,65,291,86,583,43,17,,,CM,C,M
317,80,VANDERVELDEN Vincent,,BEL,Belgium,291,75,292,72,583,43,17,,,CM,C,M
318,80,VINCENT Shawnn,,USA,USA,290,91,293,63,583,43,17,,,CM,C,M
319,87,BURRI Kevin,,SUI,Switzerland,289,105,293,63,582,42,18,,,CM,C,M
320,87,CLAPIÉ Sébastien,,FRA,France,292,65,290,95,582,42,18,,,CM,C,M
321,87,ETIENNE David,,BEL,Belgium,291,75,291,86,582,42,18,,,CM,C,M
322,87,LEOTTA Andrea,,ITA,Italy,289,105,293,63,582,42,18,,,CM,C,M
323,87,LOUSSAUT Jérémie,,FRA,France,290,91,292,72,582,42,18,,,CM,C,M
324,87,METREAU Jean-François,,FRA,France,290,91,292,72,582,42,18,,,CM,C,M
325,93,BAIL José,,FRA,France,291,75,290,95,581,41,19,,,CM,C,M
326,93,BALIQUE Matthieu,,FRA,France,291,75,290,95,581,41,19,,,CM,C,M
327,93,BAZAN Federico,,ITA,Italy,290,91,291,86,581,41,19,,,CM,C,M
328,93,BOE Morten,,NOR,Norway,287,123,294,52,581,41,19,,,CM,C,M
329,93,DELOBELLE Fabien,,FRA,France,289,105,292,72,581,41,19,,,CM,C,M
330,93,KUNSCH Paolo,,GER,Germany,291,75,290,95,581,41,19,,,CM,C,M
331,93,PINNA Luca,,ITA,Italy,291,75,290,95,581,41,19,,,CM,C,M
332,100,HANLEY Kolby,,USA,USA,291,75,289,109,580,40,20,,,CM,C,M
333,100,MODIC Stas,,SLO,Slovenia,292,65,288,118,580,40,20,,,CM,C,M
334,100,VAN EIL Thomas,,NED,Netherlands,289,105,291,86,580,40,20,,,CM,C,M
335,100,YILDIRIM Ahmet Arda,,ITA,Italy,290,91,290,95,580,40,20,,,CM,C,M
336,104,FREDERICKX Brend,,BEL,Belgium,290,91,289,109,579,39,21,,,CM,C,M
337,104,LIE Eivind,,NOR,Norway,291,75,288,118,579,39,21,,,CM,C,M
338,104,MARINELLI Massimiliano Enrico,,ITA,Italy,291,75,288,118,579,39,21,,,CM,C,M
339,104,SITAR Dejan,,SLO,Slovenia,290,91,289,109,579,39,21,,,CM,C,M
340,108,BARET Benjamin,,FRA,France,290,91,288,118,578,38,22,,,CM,C,M
341,108,BONDON Morgan,,FRA,France,287,123,291,86,578,38,22,,,CM,C,M
342,108,SAUNIER François,,FRA,France,288,114,290,95,578,38,22,,,CM,C,M
343,111,BURRUS Raphael,,FRA,France,289,105,288,118,577,37,23,,,CM,C,M
344,111,CHAMBOLERON Luc,,FRA,France,288,114,289,109,577,37,23,,,CM,C,M
345,111,CLAUDIN Brice,,FRA,France,288,114,289,109,577,37,23,,,CM,C,M
346,111,PÉREZ CERVINO Félix,,ESP,Spain,289,105,288,118,577,37,23,,,CM,C,M
347,115,DUARTHE Mickael,,FRA,France,286,130,290,95,576,36,24,,,CM,C,M
348,115,EBADI Esmaeil,,IRI,IR Iran,286,130,290,95,576,36,24,,,CM,C,M
349,115,PARPILLON Julien,,FRA,France,288,114,288,118,576,36,24,,,CM,C,M
350,118,PAL Kashish,,IND,India,281,171,294,52,575,44,15,,,CM,C,M
351,119,LEGER Christophe,,FRA,France,286,129,289,108,575,37,21,,,CM,C,M
352,120,ALLAERT Nick,,BEL,Belgium,288,114,287,128,575,36,23,,,CM,C,M
353,121,DUBOIS Reginald,,FRA,France,287,123,288,118,575,35,25,,,CM,C,M
354,121,FRIGERIO Stefano,,ITA,Italy,289,105,286,134,575,35,25,,,CM,C,M
355,121,LOPEZ Ramon,,ESP,Spain,286,130,289,109,575,35,25,,,CM,C,M
356,121,MAHBOUBI MATBOOE Nima,,IRI,IR Iran,285,139,290,95,575,35,25,,,CM,C,M
357,121,STAS Hareld,,NED,Netherlands,290,91,285,140,575,35,25,,,CM,C,M
358,126,POPPING Damien,,FRA,France,287,123,287,130,574,34,26,,,CM,C,M
359,127,GASSE Nicolas,,FRA,France,284,148,289,109,573,34,25,,,CM,C,M
360,127,LABICHE Nicolas,,FRA,France,288,114,285,139,573,34,25,,,CM,C,M
361,129,RAHIMPOUR PISHKENARI Ramon,,IRI,IR Iran,285,139,288,118,573,33,27,,,CM,C,M
362,129,VAN DERCAMERE Maxime,,FRA,France,288,114,285,140,573,33,27,,,CM,C,M
363,131,CARO PUERTOLAS Victor,,ESP,Spain,285,147,288,118,573,18,12,,,CM,C,M
364,132,RAFFOLINI Daniele,,ITA,Italy,291,75,281,180,572,41,18,,,CM,C,M
365,133,BERMUDEZ Eduardo,,ESP,Spain,286,130,286,132,572,33,26,,,CM,C,M
366,134,JORGE JULIO Perez Diaz,,ESP,Spain,283,161,288,117,571,32,27,,,CM,C,M
367,134,RUBÉN Murillo,,ESP,Spain,282,168,289,109,571,32,27,,,CM,C,M
368,136,BRINGER Ludovic,,FRA,France,285,139,286,134,571,31,29,,,CM,C,M
369,136,PONCHIARDI Andrea,,ITA,Italy,287,123,284,152,571,31,29,,,CM,C,M
370,136,SANTOS Eduardo,,POR,Portugal,286,130,285,140,571,31,29,,,CM,C,M
371,139,DOUIS Gérard,,FRA,France,287,121,283,163,570,35,23,,,CM,C,M
372,140,HUON Guy,,FRA,France,284,150,286,134,570,30,30,,,CM,C,M
373,140,LEIJON Peter,,SWE,Sweden,285,139,285,140,570,30,30,,,CM,C,M
374,140,POMPEO Antonio,,ITA,Italy,286,130,284,152,570,30,30,,,CM,C,M
375,140,RIVETTI Federico,,ITA,Italy,285,139,285,140,570,30,30,,,CM,C,M
376,140,TURC Yann,,FRA,France,285,139,285,140,570,30,30,,,CM,C,M
377,140,WOLFS Tom,,NED,Netherlands,286,130,284,152,570,30,30,,,CM,C,M
378,146,NECTOUX Cédric,,FRA,France,286,138,284,152,570,14,16,,,CM,C,M
379,147,WILLIAMS Evan,,USA,USA,287,123,282,172,569,31,27,,,CM,C,M
380,148,MALARD Sylvain,,FRA,France,283,161,286,134,569,29,31,,,CM,C,M
381,148,MEDINA LUCHENA Lorenzo Manuel,,ESP,Spain,283,161,286,134,569,29,31,,,CM,C,M
382,148,SCHOUMACHER Frédéric,,FRA,France,285,139,284,152,569,29,31,,,CM,C,M
383,151,LAZZATI Gabriele,,ITA,Italy,284,150,284,152,568,28,32,,,CM,C,M
384,151,PIRON Benjamin,,FRA,France,284,150,284,152,568,28,32,,,CM,C,M
385,151,VERBURG Koen,,NED,Netherlands,283,161,285,140,568,28,32,,,CM,C,M
386,154,BOUVIER Melvin,,FRA,France,283,159,284,152,567,29,30,,,CM,C,M
387,155,BABOU Eric,,FRA,France,280,181,287,128,567,28,31,,,CM,C,M
388,155,BASHKIREV Alexey,,RUS,Russia,282,168,285,140,567,28,31,,,CM,C,M
389,155,NOWOK Kamil,,GER,Germany,286,130,281,184,567,28,31,,,CM,C,M
390,158,LUCOT Laurent,,FRA,France,284,150,283,168,567,27,33,,,CM,C,M
391,159,LALLEMANT Julien,,FRA,France,283,159,283,168,566,28,31,,,CM,C,M
392,160,DURAND Damien,,FRA,France,281,173,285,140,566,28,30,,,CM,C,M
393,161,ADALBERT David,,FRA,France,280,181,286,132,566,27,32,,,CM,C,M
394,161,CAPRA Luca,,ITA,Italy,283,161,283,165,566,27,32,,,CM,C,M
395,161,DUCOUP Thomas,,FRA,France,283,161,283,165,566,27,32,,,CM,C,M
396,164,HERNANDEZ GARRIDO Raul,,ESP,Spain,284,150,282,177,566,26,34,,,CM,C,M
397,165,LECOMTE David,,FRA,France,281,176,285,140,566,0,0,,,CM,C,M
398,166,CROSSIN Jimmy,,FRA,France,290,91,275,208,565,33,20,,,CM,C,M
399,167,THIERRY Jeremie,,FRA,France,287,122,278,197,565,26,33,,,CM,C,M
400,168,LAMBERT David,,FRA,France,281,176,284,152,565,25,35,,,CM,C,M
401,168,LOPEZ GARCIA Jose Luis,,ESP,Spain,281,176,284,152,565,25,35,,,CM,C,M
402,168,MAZÉ Tanguy,,FRA,France,284,150,281,186,565,25,35,,,CM,C,M
403,168,SIMON Marc,,FRA,France,280,181,285,140,565,25,35,,,CM,C,M
404,172,ALOUI Houssam,,FRA,France,281,172,283,168,564,27,31,,,CM,C,M
405,173,HERRAIZ OSUNA Jordi,,ESP,Spain,280,179,284,152,564,26,32,,,CM,C,M
406,173,UMEZAWA Shinichi,,JPN,Japan,281,174,283,165,564,26,32,,,CM,C,M
407,175,FOLEY John,,GBR,Great Britain,285,139,279,191,564,25,34,,,CM,C,M
408,176,WARGNIER Sebastien,,FRA,France,284,148,279,192,563,24,35,,,CM,C,M
409,177,LEJAL Jonathan,,FRA,France,282,170,281,186,563,23,37,,,CM,C,M
410,177,NOTT Jon,,GBR,Great Britain,283,161,280,188,563,23,37,,,CM,C,M
411,177,ROGERS MACRUAIDHRI Eamon,,IRL,Ireland,280,181,283,168,563,23,37,,,CM,C,M
412,180,ERDOGAN Nail,,GER,Germany,284,150,279,192,563,0,0,,,CM,C,M
413,181,FOUNTZOULAS Georgios,,GRE,Greece,279,189,283,164,562,26,30,,,CM,C,M
414,182,PALEGRY Florian,,FRA,France,280,180,282,173,562,24,34,,,CM,C,M
415,183,LAFAYE Thomas,,FRA,France,280,181,282,173,562,23,36,,,CM,C,M
416,184,VAN DE POELE Mathieu,,BEL,Belgium,284,150,277,199,561,33,24,,,CM,C,M
417,185,CONVERT Jerome,,FRA,France,274,211,287,130,561,23,36,,,CM,C,M
418,186,BARAER Edouard,,FRA,France,279,191,282,173,561,22,37,,,CM,C,M
419,187,MAULARD Tristan,,FRA,France,279,191,282,177,561,21,39,,,CM,C,M
420,188,KNALL Philippe,,JPN,Japan,279,195,282,173,561,13,16,,,CM,C,M
421,189,CLERC Pierre,,FRA,France,276,205,284,151,560,23,34,,,CM,C,M
422,190,IRACA Antonio,,ITA,Italy,284,150,275,210,559,22,35,,,CM,C,M
423,191,REITHLER Jean-François,,FRA,France,279,191,280,188,559,19,41,,,CM,C,M
424,192,MOES Ben,,LUX,Luxembourg,281,174,277,201,558,21,36,,,CM,C,M
425,193,COLLARD Laurent,,FRA,France,277,201,281,184,558,20,38,,,CM,C,M
426,194,FÉLIX Nuno,,POR,Portugal,278,196,278,196,556,21,35,,,CM,C,M
427,195,RODRÍGUEZ ROJAS Mauricio,,ESP,Spain,279,191,277,201,556,18,40,,,CM,C,M
428,196,EVENSEN Ragnar,,NOR,Norway,280,181,276,207,556,10,20,,,CM,C,M
429,197,GERARD Cedric,,FRA,France,276,204,279,190,555,20,35,,,CM,C,M
430,198,GEURTS Brieuc,,BEL,Belgium,277,200,278,195,555,19,37,,,CM,C,M
431,199,SERGIO Nieto Gutiérrez,,ESP,Spain,279,187,275,212,554,19,37,,,CM,C,M
432,200,SCHOUMACHER Eric,,FRA,France,279,190,275,210,554,18,38,,,CM,C,M
433,201,LASSERRE Dimitri,,FRA,France,278,197,275,209,553,19,36,,,CM,C,M
434,202,CVEJIC Alexandre,,FRA,France,277,201,276,204,553,18,37,,,CM,C,M
435,203,FORMAUX Eric,,FRA,France,277,199,276,206,553,17,40,,,CM,C,M
436,204,RAVAGNAN Gianni,,ITA,Italy,275,210,278,197,553,14,45,,,CM,C,M
437,205,ABAD BARCALA Dario,,ESP,Spain,275,209,277,203,552,15,42,,,CM,C,M
438,206,BORJA De Juana,,ESP,Spain,277,201,274,218,551,12,47,,,CM,C,M
439,207,ALLIANCE Jordan,,BEL,Belgium,269,218,281,182,550,17,36,,,CM,C,M
440,208,MENDES COSTA Bruno Americo,,POR,Portugal,275,208,275,213,550,12,47,,,CM,C,M
441,209,SANTARELLI Roberto,,SUI,Switzerland,275,207,274,217,549,21,31,,,CM,C,M
442,210,JAECKY Gregor,,SUI,Switzerland,268,220,281,182,549,21,27,,,CM,C,M
443,211,COLSON Cyril,,FRA,France,267,223,282,177,549,20,37,,,CM,C,M
444,212,MERIAUX Maxime,,FRA,France,279,188,270,224,549,18,37,,,CM,C,M
445,213,BERROCAL LOPEZ Oscar,,ESP,Spain,277,198,271,222,548,22,33,,,CM,C,M
446,214,NEUVEUX Joel,,FRA,France,272,214,276,205,548,16,39,,,CM,C,M
447,215,ARTETXE FERNANDEZ Ibai,,ESP,Spain,269,218,279,194,548,4,21,,,CM,C,M
448,216,DELVIGNE Olivier,,BEL,Belgium,273,212,273,219,546,17,36,,,CM,C,M
449,217,MAHIEU Mickael,,BEL,Belgium,273,213,273,220,546,15,36,,,CM,C,M
450,218,HOWARD Jeff,,USA,USA,271,215,275,214,546,5,22,,,CM,C,M
451,219,HENRY Efflamm,,FRA,France,267,224,275,214,542,5,20,,,CM,C,M
452,220,DIEGO Garcia Malo,,ESP,Spain,270,216,270,225,540,12,37,,,CM,C,M
453,221,JAVAN HAGHIGHI Mohammad Rasoul,,IRI,IR Iran,276,206,263,234,539,14,40,,,CM,C,M
454,222,CHOLLEY Andre,,FRA,France,270,217,269,226,539,10,40,,,CM,C,M
455,223,BALESTRI Alain,,FRA,France,263,227,273,221,536,8,48,,,CM,C,M
456,224,ANSELMA Fabrizio,,ITA,Italy,258,233,277,200,535,13,37,,,CM,C,M
457,225,BIOLZI Bruno,,FRA,France,268,222,267,228,535,8,41,,,CM,C,M
458,226,BARBES Vincent,,FRA,France,253,238,281,181,534,19,34,,,CM,C,M
459,227,OLIVEIRA Nuno,,POR,Portugal,263,228,271,223,534,6,45,,,CM,C,M
460,228,BOSCOLO Daniele,,ITA,Italy,264,226,265,230,529,14,32,,,CM,C,M
461,229,DELAVAULT Nicolas,,FRA,France,254,236,274,216,528,13,30,,,CM,C,M
462,230,TONNELIER Christophe,,FRA,France,260,231,267,228,527,6,39,,,CM,C,M
463,231,THRUN Friedhelm,,GER,Germany,265,225,261,235,526,9,37,,,CM,C,M
464,232,MUÑOZ GUTIÉRREZ Francisco Javier,,ESP,Spain,262,229,264,232,526,9,36,,,CM,C,M
465,233,DE VOGELAERE Jochem,,BEL,Belgium,261,230,263,233,524,10,31,,,CM,C,M
466,234,LOISELET Olivier,,FRA,France,268,221,256,238,524,8,34,,,CM,C,M
467,235,FIGUEIRAS Marcelo Alexandre,,POR,Portugal,253,237,269,227,522,13,34,,,CM,C,M
468,236,LORETAN Maël,,SUI,Switzerland,256,234,265,231,521,9,32,,,CM,C,M
469,237,BOCH Christophe,,FRA,France,258,232,257,236,515,11,33,,,CM,C,M
470,238,ADLOFF Patrick,,FRA,France,254,235,242,240,496,9,31,,,CM,C,M
471,239,FLANAGAN Ciaran,,IRL,Ireland,228,239,256,237,484,7,26,,,CM,C,M
472,240,NIALL Bradley,,IRL,Ireland,228,240,252,239,480,3,27,,,CM,C,M
473,241,VIVE ALDAMA Lluís,,AND,Andorra,174,241,186,241,360,1,12,,,CM,C,M
474,1,OCHOA-ANDERSON Linda,,MEX,Mexico,298,1,296,4,594,54,6,,,CW,C,W
475,2,PEARCE Paige,,USA,USA,296,3,297,2,593,53,7,,,CW,C,W
476,3,SO Chaewon,,KOR,Korea,297,2,296,4,593,53,7,,,CW,C,W
477,4,MEISSNER Janine,,GER,Germany,295,5,297,2,592,52,8,,,CW,C,W
478,5,ELLISON Toja,,SLO,Slovenia,293,7,299,1,592,52,8,,,CW,C,W
479,6,RUIZ Alexis,,USA,USA,294,6,295,8,589,49,11,,,CW,C,W
480,7,AVDEEVA Natalia,,RUS,Russia,296,3,292,15,588,48,12,,,CW,C,W
481,8,SAVENKOVA Alexandra,,RUS,Russia,290,20,296,4,586,46,14,,,CW,C,W
482,9,BALZHANOVA Viktoria,,RUS,Russia,292,12,294,9,586,46,14,,,CW,C,W
483,10,MEYNEN DEGRYSE Lena,,BEL,Belgium,292,12,293,12,585,45,15,,,CW,C,W
484,11,LISLEVAND Sunniva,,NOR,Norway,293,7,292,15,585,45,15,,,CW,C,W
485,12,THEODORE Breanna,,USA,USA,291,17,294,9,585,45,15,,,CW,C,W
486,13,SARGEANT Bayley,,GBR,Great Britain,290,20,293,12,583,43,17,,,CW,C,W
487,14,DE LAAT Sanne,,NED,Netherlands,289,27,294,9,583,43,17,,,CW,C,W
488,15,RET Sara,,ITA,Italy,292,12,291,19,583,43,17,,,CW,C,W
489,16,JENSEN Tanja,,DEN,Denmark,293,7,290,23,583,43,17,,,CW,C,W
490,17,SHKOLNA Mariya,,LUX,Luxembourg,290,20,293,12,583,43,17,,,CW,C,W
491,18,STRACHAN Sophia,,USA,USA,292,12,291,19,583,43,17,,,CW,C,W
492,19,ANASTASIO Anastasia,,ITA,Italy,293,7,289,25,582,45,14,,,CW,C,W
493,20,VERMEULEN Jody,,NED,Netherlands,286,42,296,4,582,42,18,,,CW,C,W
494,21,MARCOS Andrea,,ESP,Spain,289,26,292,15,581,44,15,,,CW,C,W
495,22,VAN CASPEL Inge,,NED,Netherlands,292,12,289,26,581,41,19,,,CW,C,W
496,23,MOON Sarah,,GBR,Great Britain,290,20,291,19,581,41,19,,,CW,C,W
497,24,TONIOLI Marcella,,ITA,Italy,291,17,290,23,581,41,19,,,CW,C,W
498,25,SONG Yun Soo,,KOR,Korea,291,17,288,27,579,39,21,,,CW,C,W
499,26,JONES Naomi,,NED,Netherlands,290,20,287,31,577,37,23,,,CW,C,W
500,27,DINTROUZCOSTE Viktoria,,FRA,France,289,27,288,27,577,37,23,,,CW,C,W
501,28,TRÉMEAU Sandrine,,FRA,France,289,27,287,31,576,36,24,,,CW,C,W
502,29,DAMSBO Erika,,DEN,Denmark,284,55,292,15,576,36,24,,,CW,C,W
503,30,TONTOEVA Diana,,RUS,Russia,285,51,291,19,576,36,24,,,CW,C,W
504,31,OLEKSEJENKO Julia,,LAT,Latvia,288,31,288,27,576,36,24,,,CW,C,W
505,32,COX Cassidy,,USA,USA,290,20,285,42,575,35,25,,,CW,C,W
506,33,COUWENBERG Martine,,NED,Netherlands,288,31,286,37,574,34,26,,,CW,C,W
507,33,GALES Andrea,,GBR,Great Britain,289,27,285,42,574,34,26,,,CW,C,W
508,35,PRIEELS Sarah,,GBR,Great Britain,293,7,280,65,573,43,15,,,CW,C,W
509,36,BOUTELEUX Mylene,,FRA,France,287,37,286,37,573,33,27,,,CW,C,W
510,36,CLASON Stephanie,,GBR,Great Britain,288,31,285,42,573,33,27,,,CW,C,W
511,36,EYMARD Anais,,FRA,France,288,31,285,42,573,33,27,,,CW,C,W
512,36,HARRELSON Christine,,USA,USA,286,42,287,31,573,33,27,,,CW,C,W
513,36,VAN DER LOOY Sandra,,NED,Netherlands,288,31,285,42,573,33,27,,,CW,C,W
514,41,COUPÉ Emilie,,FRA,France,285,51,287,31,572,33,26,,,CW,C,W
515,42,FRAIGNEAU Clémence,,FRA,France,284,55,288,27,572,32,28,,,CW,C,W
516,42,HERVE Sandra,,FRA,France,286,42,286,37,572,32,28,,,CW,C,W
517,42,HUON Tiphaine,,FRA,France,286,42,286,37,572,32,28,,,CW,C,W
518,42,SCHALL Velia,,GER,Germany,285,51,287,31,572,32,28,,,CW,C,W
519,46,CHUPIN Julie,,FRA,France,286,42,285,42,571,31,29,,,CW,C,W
520,46,JAATMA Lisell,,EST,Estonia,284,55,287,31,571,31,29,,,CW,C,W
521,48,JOUVE Jocelyne,,FRA,France,286,42,284,49,570,30,30,,,CW,C,W
522,48,ROBB Kirsty,,GBR,Great Britain,286,42,284,49,570,30,30,,,CW,C,W
523,48,SHKLIAR Kseniia,,UKR,Ukraine,288,31,282,57,570,30,30,,,CW,C,W
524,51,HESS D Arce,,USA,USA,286,42,283,54,569,29,31,,,CW,C,W
525,51,RENAUDIN Tiphaine,,FRA,France,287,37,282,57,569,29,31,,,CW,C,W
526,53,ILVES Kristi,,EST,Estonia,285,51,283,54,568,28,32,,,CW,C,W
527,54,LEGER Patricia,,FRA,France,287,37,280,66,567,32,25,,,CW,C,W
528,55,ALVAREZ OSPINA Pilar,,ESP,Spain,282,60,285,42,567,27,33,,,CW,C,W
529,55,GALVEZ Elodie,,FRA,France,286,42,281,63,567,27,33,,,CW,C,W
530,57,SPANU Ilaria,,ITA,Italy,283,58,283,52,566,29,28,,,CW,C,W
531,58,MOULET Célia,,FRA,France,286,41,280,67,566,28,30,,,CW,C,W
532,59,OLEKSEJENKO Jelena,,SUI,Switzerland,286,40,279,71,565,29,29,,,CW,C,W
533,60,BALESTRI Magalie,,FRA,France,279,70,285,41,564,27,30,,,CW,C,W
534,61,BOURELLY Anne,,FRA,France,282,60,282,57,564,24,36,,,CW,C,W
535,62,GIRARD Marion,,FRA,France,280,67,283,52,563,24,35,,,CW,C,W
536,63,BROWN Hannah,,GBR,Great Britain,283,59,280,67,563,23,37,,,CW,C,W
537,64,ROCIO Fernández alegria,,ESP,Spain,281,63,281,63,562,23,36,,,CW,C,W
538,65,LEVRATTI Alice,,ITA,Italy,277,76,284,49,561,30,29,,,CW,C,W
539,66,GUILLOU Alice,,FRA,France,281,64,279,70,560,29,30,,,CW,C,W
540,67,ELZINGA Vanessa,,NED,Netherlands,277,77,283,54,560,24,32,,,CW,C,W
541,68,SALDANHA Chantal,,FRA,France,279,71,281,61,560,21,38,,,CW,C,W
542,69,ROBERT Leslie,,FRA,France,281,64,278,74,559,23,33,,,CW,C,W
543,70,NAIARA Argote Gonzalez,,ESP,Spain,278,74,281,61,559,21,37,,,CW,C,W
544,71,BERMUDEZ Rebeca,,ESP,Spain,282,60,277,79,559,19,41,,,CW,C,W
545,72,CEDILLO DÍAZ Eva María,,ESP,Spain,280,67,278,75,558,19,40,,,CW,C,W
546,73,BEGOÑA Molina Rodriguez,,ESP,Spain,275,80,282,57,557,21,35,,,CW,C,W
547,74,PEREZ GARCIA Victoria,,ESP,Spain,278,74,279,71,557,19,39,,,CW,C,W
548,75,MENEGOLI Elena,,ITA,Italy,281,64,276,82,557,17,43,,,CW,C,W
549,76,SWORD Michelle,,GBR,Great Britain,277,78,279,71,556,20,36,,,CW,C,W
550,77,BONDON Angelique,,FRA,France,279,71,277,77,556,17,42,,,CW,C,W
551,77,TOURNOIS Valerie,,FRA,France,280,67,276,81,556,17,42,,,CW,C,W
552,79,BARBARA Miranda Suarez,,ESP,Spain,277,79,278,76,555,16,43,,,CW,C,W
553,80,TREMBLAYES Anaïs,,FRA,France,274,81,280,67,554,18,38,,,CW,C,W
554,81,SANTOS Virginie,,FRA,France,278,73,274,84,552,17,38,,,CW,C,W
555,82,RIOUX Gaelle,,FRA,France,273,82,277,77,550,17,37,,,CW,C,W
556,83,SUSANNA Ortas,,ESP,Spain,271,83,274,83,545,12,41,,,CW,C,W
557,84,QUINN Adria,,IRL,Ireland,263,84,276,80,539,14,36,,,CW,C,W
558,85,PÉREZ HERRERO Paula,,ESP,Spain,241,85,249,85,490,4,28,,,CW,C,W
